left_index,right_index,left_ns,right_ns,elapsed_ns,signed_delta_ns,absolute_delta_ns,left_interval_ns,right_interval_ns,within_0_5_ms,within_2_ms
570,570,1789458593150684000,1789458593150670000,18985951000,14000,14000,33370000,33369000,True,True
571,571,1789458593184052000,1789458593184038000,19019319000,14000,14000,33368000,33368000,True,True
572,572,1789458593217422000,1789458593217403000,19052689000,19000,19000,33370000,33365000,True,True
573,573,1789458593250792000,1789458593250774000,19086059000,18000,18000,33370000,33371000,True,True
574,574,1789458593284161000,1789458593284143000,19119428000,18000,18000,33369000,33369000,True,True
575,575,1789458593317529000,1789458593317511000,19152796000,18000,18000,33368000,33368000,True,True
576,576,1789458593350897000,1789458593350878000,19186164000,19000,19000,33368000,33367000,True,True
577,577,1789458593384262000,1789458593384244000,19219529000,18000,18000,33365000,33366000,True,True
578,578,1789458593417631000,1789458593417612000,19252898000,19000,19000,33369000,33368000,True,True
579,579,1789458593450999000,1789458593450980000,19286266000,19000,19000,33368000,33368000,True,True
580,580,1789458593484366000,1789458593484348000,19319633000,18000,18000,33367000,33368000,True,True
581,581,1789458593517736000,1789458593517718000,19353003000,18000,18000,33370000,33370000,True,True
582,582,1789458593551104000,1789458593551085000,19386371000,19000,19000,33368000,33367000,True,True
583,583,1789458593584476000,1789458593584456000,19419743000,20000,20000,33372000,33371000,True,True
584,584,1789458593617842000,1789458593617823000,19453109000,19000,19000,33366000,33367000,True,True
585,585,1789458593651208000,1789458593651190000,19486475000,18000,18000,33366000,33367000,True,True
586,586,1789458593684578000,1789458593684559000,19519845000,19000,19000,33370000,33369000,True,True
587,587,1789458593717950000,1789458593717926000,19553217000,24000,24000,33372000,33367000,True,True
588,588,1789458593751319000,1789458593751294000,19586586000,25000,25000,33369000,33368000,True,True
589,589,1789458593784687000,1789458593784661000,19619954000,26000,26000,33368000,33367000,True,True
590,590,1789458593818052000,1789458593818028000,19653319000,24000,24000,33365000,33367000,True,True
591,591,1789458593851420000,1789458593851396000,19686687000,24000,24000,33368000,33368000,True,True
592,592,1789458593884787000,1789458593884763000,19720054000,24000,24000,33367000,33367000,True,True
593,593,1789458593918155000,1789458593918131000,19753422000,24000,24000,33368000,33368000,True,True
594,594,1789458593951522000,1789458593951498000,19786789000,24000,24000,33367000,33367000,True,True
595,595,1789458593984889000,1789458593984866000,19820156000,23000,23000,33367000,33368000,True,True
596,596,1789458594018260000,1789458594018233000,19853527000,27000,27000,33371000,33367000,True,True
597,597,1789458594051630000,1789458594051602000,19886897000,28000,28000,33370000,33369000,True,True
598,598,1789458594084997000,1789458594084968000,19920264000,29000,29000,33367000,33366000,True,True
599,599,1789458594118364000,1789458594118336000,19953631000,28000,28000,33367000,33368000,True,True
600,600,1789458594151730000,1789458594151703000,19986997000,27000,27000,33366000,33367000,True,True
601,601,1789458594185097000,1789458594185069000,20020364000,28000,28000,33367000,33366000,True,True
602,602,1789458594218462000,1789458594218437000,20053729000,25000,25000,33365000,33368000,True,True
603,603,1789458594251835000,1789458594251807000,20087102000,28000,28000,33373000,33370000,True,True
604,604,1789458594285201000,1789458594285175000,20120468000,26000,26000,33366000,33368000,True,True
605,605,1789458594318569000,1789458594318542000,20153836000,27000,27000,33368000,33367000,True,True
606,606,1789458594351934000,1789458594351910000,20187201000,24000,24000,33365000,33368000,True,True
607,607,1789458594385304000,1789458594385279000,20220571000,25000,25000,33370000,33369000,True,True
608,608,1789458594418671000,1789458594418645000,20253938000,26000,26000,33367000,33366000,True,True
609,609,1789458594452039000,1789458594452013000,20287306000,26000,26000,33368000,33368000,True,True
610,610,1789458594485404000,1789458594485380000,20320671000,24000,24000,33365000,33367000,True,True
611,611,1789458594518772000,1789458594518747000,20354039000,25000,25000,33368000,33367000,True,True
612,612,1789458594552140000,1789458594552115000,20387407000,25000,25000,33368000,33368000,True,True
613,613,1789458594585507000,1789458594585483000,20420774000,24000,24000,33367000,33368000,True,True
614,614,1789458594618873000,1789458594618849000,20454140000,24000,24000,33366000,33366000,True,True
615,615,1789458594652241000,1789458594652218000,20487508000,23000,23000,33368000,33369000,True,True
616,616,1789458594685607000,1789458594685585000,20520874000,22000,22000,33366000,33367000,True,True
617,617,1789458594718974000,1789458594718951000,20554241000,23000,23000,33367000,33366000,True,True
618,618,1789458594752342000,1789458594752319000,20587609000,23000,23000,33368000,33368000,True,True
619,619,1789458594785708000,1789458594785686000,20620975000,22000,22000,33366000,33367000,True,True
620,620,1789458594819076000,1789458594819055000,20654343000,21000,21000,33368000,33369000,True,True
621,621,1789458594852443000,1789458594852422000,20687710000,21000,21000,33367000,33367000,True,True
622,622,1789458594885810000,1789458594885790000,20721077000,20000,20000,33367000,33368000,True,True
623,623,1789458594919176000,1789458594919156000,20754443000,20000,20000,33366000,33366000,True,True
624,624,1789458594952545000,1789458594952525000,20787812000,20000,20000,33369000,33369000,True,True
625,625,1789458594985911000,1789458594985891000,20821178000,20000,20000,33366000,33366000,True,True
626,626,1789458595019278000,1789458595019258000,20854545000,20000,20000,33367000,33367000,True,True
627,627,1789458595052645000,1789458595052625000,20887912000,20000,20000,33367000,33367000,True,True
628,628,1789458595086013000,1789458595085993000,20921280000,20000,20000,33368000,33368000,True,True
629,629,1789458595119379000,1789458595119359000,20954646000,20000,20000,33366000,33366000,True,True
630,630,1789458595152747000,1789458595152726000,20988014000,21000,21000,33368000,33367000,True,True
631,631,1789458595186112000,1789458595186093000,21021379000,19000,19000,33365000,33367000,True,True
632,632,1789458595219484000,1789458595219464000,21054751000,20000,20000,33372000,33371000,True,True
633,633,1789458595252850000,1789458595252831000,21088117000,19000,19000,33366000,33367000,True,True
634,634,1789458595286218000,1789458595286198000,21121485000,20000,20000,33368000,33367000,True,True
635,635,1789458595319585000,1789458595319565000,21154852000,20000,20000,33367000,33367000,True,True
636,636,1789458595352952000,1789458595352933000,21188219000,19000,19000,33367000,33368000,True,True
637,637,1789458595386318000,1789458595386300000,21221585000,18000,18000,33366000,33367000,True,True
638,638,1789458595419686000,1789458595419667000,21254953000,19000,19000,33368000,33367000,True,True
639,639,1789458595453052000,1789458595453034000,21288319000,18000,18000,33366000,33367000,True,True
640,640,1789458595486420000,1789458595486402000,21321687000,18000,18000,33368000,33368000,True,True
641,641,1789458595519786000,1789458595519769000,21355053000,17000,17000,33366000,33367000,True,True
642,642,1789458595553153000,1789458595553136000,21388420000,17000,17000,33367000,33367000,True,True
643,643,1789458595586524000,1789458595586506000,21421791000,18000,18000,33371000,33370000,True,True
644,644,1789458595619893000,1789458595619875000,21455160000,18000,18000,33369000,33369000,True,True
645,645,1789458595653259000,1789458595653243000,21488526000,16000,16000,33366000,33368000,True,True
646,646,1789458595686628000,1789458595686610000,21521895000,18000,18000,33369000,33367000,True,True
647,647,1789458595719994000,1789458595719978000,21555261000,16000,16000,33366000,33368000,True,True
648,648,1789458595753367000,1789458595753348000,21588634000,19000,19000,33373000,33370000,True,True
649,649,1789458595786734000,1789458595786715000,21622001000,19000,19000,33367000,33367000,True,True
650,650,1789458595820101000,1789458595820083000,21655368000,18000,18000,33367000,33368000,True,True
651,651,1789458595853468000,1789458595853451000,21688735000,17000,17000,33367000,33368000,True,True
652,652,1789458595886834000,1789458595886819000,21722101000,15000,15000,33366000,33368000,True,True
653,653,1789458595920208000,1789458595920185000,21755475000,23000,23000,33374000,33366000,True,True
654,654,1789458595953579000,1789458595953553000,21788846000,26000,26000,33371000,33368000,True,True
655,655,1789458595986946000,1789458595986921000,21822213000,25000,25000,33367000,33368000,True,True
656,656,1789458596020314000,1789458596020287000,21855581000,27000,27000,33368000,33366000,True,True
657,657,1789458596053687000,1789458596053655000,21888954000,32000,32000,33373000,33368000,True,True
658,658,1789458596087054000,1789458596087022000,21922321000,32000,32000,33367000,33367000,True,True
659,659,1789458596120423000,1789458596120391000,21955690000,32000,32000,33369000,33369000,True,True
660,660,1789458596153789000,1789458596153758000,21989056000,31000,31000,33366000,33367000,True,True
661,661,1789458596187158000,1789458596187126000,22022425000,32000,32000,33369000,33368000,True,True
662,662,1789458596220525000,1789458596220493000,22055792000,32000,32000,33367000,33367000,True,True
663,663,1789458596253892000,1789458596253861000,22089159000,31000,31000,33367000,33368000,True,True
664,664,1789458596287264000,1789458596287228000,22122531000,36000,36000,33372000,33367000,True,True
665,665,1789458596320632000,1789458596320596000,22155899000,36000,36000,33368000,33368000,True,True
666,666,1789458596354000000,1789458596353963000,22189267000,37000,37000,33368000,33367000,True,True
667,667,1789458596387366000,1789458596387330000,22222633000,36000,36000,33366000,33367000,True,True
668,668,1789458596420735000,1789458596420698000,22256002000,37000,37000,33369000,33368000,True,True
669,669,1789458596454102000,1789458596454065000,22289369000,37000,37000,33367000,33367000,True,True
670,670,1789458596487468000,1789458596487433000,22322735000,35000,35000,33366000,33368000,True,True
671,671,1789458596520837000,1789458596520802000,22356104000,35000,35000,33369000,33369000,True,True
672,672,1789458596554206000,1789458596554170000,22389473000,36000,36000,33369000,33368000,True,True
673,673,1789458596587577000,1789458596587539000,22422844000,38000,38000,33371000,33369000,True,True
674,674,1789458596620943000,1789458596620907000,22456210000,36000,36000,33366000,33368000,True,True
675,675,1789458596654312000,1789458596654275000,22489579000,37000,37000,33369000,33368000,True,True
676,676,1789458596687678000,1789458596687641000,22522945000,37000,37000,33366000,33366000,True,True
677,677,1789458596721045000,1789458596721009000,22556312000,36000,36000,33367000,33368000,True,True
678,678,1789458596754412000,1789458596754376000,22589679000,36000,36000,33367000,33367000,True,True
679,679,1789458596787780000,1789458596787744000,22623047000,36000,36000,33368000,33368000,True,True
680,680,1789458596821145000,1789458596821110000,22656412000,35000,35000,33365000,33366000,True,True
681,681,1789458596854514000,1789458596854478000,22689781000,36000,36000,33369000,33368000,True,True
682,682,1789458596887879000,1789458596887845000,22723146000,34000,34000,33365000,33367000,True,True
683,683,1789458596921248000,1789458596921212000,22756515000,36000,36000,33369000,33367000,True,True
684,684,1789458596954613000,1789458596954579000,22789880000,34000,34000,33365000,33367000,True,True
685,685,1789458596987981000,1789458596987947000,22823248000,34000,34000,33368000,33368000,True,True
686,686,1789458597021349000,1789458597021315000,22856616000,34000,34000,33368000,33368000,True,True
687,687,1789458597054716000,1789458597054681000,22889983000,35000,35000,33367000,33366000,True,True
688,688,1789458597088082000,1789458597088049000,22923349000,33000,33000,33366000,33368000,True,True
689,689,1789458597121450000,1789458597121417000,22956717000,33000,33000,33368000,33368000,True,True
690,690,1789458597154816000,1789458597154785000,22990083000,31000,31000,33366000,33368000,True,True
691,691,1789458597188184000,1789458597188152000,23023451000,32000,32000,33368000,33367000,True,True
692,692,1789458597221551000,1789458597221519000,23056818000,32000,32000,33367000,33367000,True,True
693,693,1789458597254917000,1789458597254886000,23090184000,31000,31000,33366000,33367000,True,True
694,694,1789458597288284000,1789458597288254000,23123551000,30000,30000,33367000,33368000,True,True
695,695,1789458597321652000,1789458597321621000,23156919000,31000,31000,33368000,33367000,True,True
696,696,1789458597355019000,1789458597354989000,23190286000,30000,30000,33367000,33368000,True,True
697,697,1789458597388386000,1789458597388355000,23223653000,31000,31000,33367000,33366000,True,True
698,698,1789458597421754000,1789458597421724000,23257021000,30000,30000,33368000,33369000,True,True
699,699,1789458597455120000,1789458597455091000,23290387000,29000,29000,33366000,33367000,True,True
700,700,1789458597488489000,1789458597488459000,23323756000,30000,30000,33369000,33368000,True,True
701,701,1789458597521854000,1789458597521826000,23357121000,28000,28000,33365000,33367000,True,True
702,702,1789458597555221000,1789458597555194000,23390488000,27000,27000,33367000,33368000,True,True
703,703,1789458597588588000,1789458597588561000,23423855000,27000,27000,33367000,33367000,True,True
704,704,1789458597621956000,1789458597621931000,23457223000,25000,25000,33368000,33370000,True,True
705,705,1789458597655323000,1789458597655296000,23490590000,27000,27000,33367000,33365000,True,True
706,706,1789458597688692000,1789458597688664000,23523959000,28000,28000,33369000,33368000,True,True
707,707,1789458597722059000,1789458597722031000,23557326000,28000,28000,33367000,33367000,True,True
708,708,1789458597755427000,1789458597755399000,23590694000,28000,28000,33368000,33368000,True,True
709,709,1789458597788793000,1789458597788767000,23624060000,26000,26000,33366000,33368000,True,True
710,710,1789458597822161000,1789458597822136000,23657428000,25000,25000,33368000,33369000,True,True
711,711,1789458597855531000,1789458597855504000,23690798000,27000,27000,33370000,33368000,True,True
712,712,1789458597888899000,1789458597888873000,23724166000,26000,26000,33368000,33369000,True,True
713,713,1789458597922265000,1789458597922240000,23757532000,25000,25000,33366000,33367000,True,True
714,714,1789458597955634000,1789458597955607000,23790901000,27000,27000,33369000,33367000,True,True
715,715,1789458597989000000,1789458597988974000,23824267000,26000,26000,33366000,33367000,True,True
716,716,1789458598022367000,1789458598022343000,23857634000,24000,24000,33367000,33369000,True,True
717,717,1789458598055734000,1789458598055709000,23891001000,25000,25000,33367000,33366000,True,True
718,718,1789458598089103000,1789458598089077000,23924370000,26000,26000,33369000,33368000,True,True
719,719,1789458598122470000,1789458598122445000,23957737000,25000,25000,33367000,33368000,True,True
720,720,1789458598155840000,1789458598155814000,23991107000,26000,26000,33370000,33369000,True,True
721,721,1789458598189209000,1789458598189183000,24024476000,26000,26000,33369000,33369000,True,True
722,722,1789458598222576000,1789458598222549000,24057843000,27000,27000,33367000,33366000,True,True
723,723,1789458598255944000,1789458598255917000,24091211000,27000,27000,33368000,33368000,True,True
724,724,1789458598289311000,1789458598289286000,24124578000,25000,25000,33367000,33369000,True,True
725,725,1789458598322683000,1789458598322653000,24157950000,30000,30000,33372000,33367000,True,True
726,726,1789458598356050000,1789458598356021000,24191317000,29000,29000,33367000,33368000,True,True
727,727,1789458598389423000,1789458598389388000,24224690000,35000,35000,33373000,33367000,True,True
728,728,1789458598422792000,1789458598422757000,24258059000,35000,35000,33369000,33369000,True,True
729,729,1789458598456160000,1789458598456125000,24291427000,35000,35000,33368000,33368000,True,True
730,730,1789458598489527000,1789458598489491000,24324794000,36000,36000,33367000,33366000,True,True
731,731,1789458598522895000,1789458598522860000,24358162000,35000,35000,33368000,33369000,True,True
732,732,1789458598556261000,1789458598556227000,24391528000,34000,34000,33366000,33367000,True,True
733,733,1789458598589629000,1789458598589595000,24424896000,34000,34000,33368000,33368000,True,True
734,734,1789458598622996000,1789458598622962000,24458263000,34000,34000,33367000,33367000,True,True
735,735,1789458598656367000,1789458598656331000,24491634000,36000,36000,33371000,33369000,True,True
736,736,1789458598689736000,1789458598689701000,24525003000,35000,35000,33369000,33370000,True,True
737,737,1789458598723103000,1789458598723068000,24558370000,35000,35000,33367000,33367000,True,True
738,738,1789458598756470000,1789458598756436000,24591737000,34000,34000,33367000,33368000,True,True
739,739,1789458598789837000,1789458598789804000,24625104000,33000,33000,33367000,33368000,True,True
740,740,1789458598823204000,1789458598823171000,24658471000,33000,33000,33367000,33367000,True,True
741,741,1789458598856572000,1789458598856539000,24691839000,33000,33000,33368000,33368000,True,True
742,742,1789458598889942000,1789458598889906000,24725209000,36000,36000,33370000,33367000,True,True
743,743,1789458598923310000,1789458598923274000,24758577000,36000,36000,33368000,33368000,True,True
744,744,1789458598956678000,1789458598956641000,24791945000,37000,37000,33368000,33367000,True,True
745,745,1789458598990047000,1789458598990010000,24825314000,37000,37000,33369000,33369000,True,True
746,746,1789458599023417000,1789458599023377000,24858684000,40000,40000,33370000,33367000,True,True
747,747,1789458599056785000,1789458599056746000,24892052000,39000,39000,33368000,33369000,True,True
748,748,1789458599090152000,1789458599090112000,24925419000,40000,40000,33367000,33366000,True,True
749,749,1789458599123520000,1789458599123481000,24958787000,39000,39000,33368000,33369000,True,True
750,750,1789458599156889000,1789458599156851000,24992156000,38000,38000,33369000,33370000,True,True
751,751,1789458599190260000,1789458599190221000,25025527000,39000,39000,33371000,33370000,True,True
752,752,1789458599223631000,1789458599223588000,25058898000,43000,43000,33371000,33367000,True,True
753,753,1789458599257001000,1789458599256958000,25092268000,43000,43000,33370000,33370000,True,True
754,754,1789458599290368000,1789458599290326000,25125635000,42000,42000,33367000,33368000,True,True
755,755,1789458599323736000,1789458599323694000,25159003000,42000,42000,33368000,33368000,True,True
756,756,1789458599357103000,1789458599357062000,25192370000,41000,41000,33367000,33368000,True,True
757,757,1789458599390471000,1789458599390430000,25225738000,41000,41000,33368000,33368000,True,True
758,758,1789458599423840000,1789458599423799000,25259107000,41000,41000,33369000,33369000,True,True
759,759,1789458599457207000,1789458599457166000,25292474000,41000,41000,33367000,33367000,True,True
760,760,1789458599490574000,1789458599490535000,25325841000,39000,39000,33367000,33369000,True,True
761,761,1789458599523942000,1789458599523903000,25359209000,39000,39000,33368000,33368000,True,True
762,762,1789458599557315000,1789458599557270000,25392582000,45000,45000,33373000,33367000,True,True
763,763,1789458599590683000,1789458599590638000,25425950000,45000,45000,33368000,33368000,True,True
764,764,1789458599624051000,1789458599624006000,25459318000,45000,45000,33368000,33368000,True,True
765,765,1789458599657418000,1789458599657375000,25492685000,43000,43000,33367000,33369000,True,True
766,766,1789458599690789000,1789458599690745000,25526056000,44000,44000,33371000,33370000,True,True
767,767,1789458599724157000,1789458599724112000,25559424000,45000,45000,33368000,33367000,True,True
768,768,1789458599757524000,1789458599757481000,25592791000,43000,43000,33367000,33369000,True,True
769,769,1789458599790892000,1789458599790847000,25626159000,45000,45000,33368000,33366000,True,True
770,770,1789458599824259000,1789458599824215000,25659526000,44000,44000,33367000,33368000,True,True
771,771,1789458599857629000,1789458599857584000,25692896000,45000,45000,33370000,33369000,True,True
772,772,1789458599890996000,1789458599890952000,25726263000,44000,44000,33367000,33368000,True,True
773,773,1789458599924363000,1789458599924319000,25759630000,44000,44000,33367000,33367000,True,True
774,774,1789458599957731000,1789458599957689000,25792998000,42000,42000,33368000,33370000,True,True
775,775,1789458599991101000,1789458599991059000,25826368000,42000,42000,33370000,33370000,True,True
776,776,1789458600024468000,1789458600024425000,25859735000,43000,43000,33367000,33366000,True,True
777,777,1789458600057836000,1789458600057795000,25893103000,41000,41000,33368000,33370000,True,True
778,778,1789458600091205000,1789458600091163000,25926472000,42000,42000,33369000,33368000,True,True
779,779,1789458600124573000,1789458600124530000,25959840000,43000,43000,33368000,33367000,True,True
780,780,1789458600157942000,1789458600157898000,25993209000,44000,44000,33369000,33368000,True,True
781,781,1789458600191308000,1789458600191265000,26026575000,43000,43000,33366000,33367000,True,True
782,782,1789458600224677000,1789458600224633000,26059944000,44000,44000,33369000,33368000,True,True
783,783,1789458600258042000,1789458600258001000,26093309000,41000,41000,33365000,33368000,True,True
784,784,1789458600291412000,1789458600291369000,26126679000,43000,43000,33370000,33368000,True,True
785,785,1789458600324779000,1789458600324737000,26160046000,42000,42000,33367000,33368000,True,True
786,786,1789458600358146000,1789458600358104000,26193413000,42000,42000,33367000,33367000,True,True
787,787,1789458600391513000,1789458600391471000,26226780000,42000,42000,33367000,33367000,True,True
788,788,1789458600424881000,1789458600424839000,26260148000,42000,42000,33368000,33368000,True,True
789,789,1789458600458248000,1789458600458207000,26293515000,41000,41000,33367000,33368000,True,True
790,790,1789458600491616000,1789458600491575000,26326883000,41000,41000,33368000,33368000,True,True
791,791,1789458600524983000,1789458600524943000,26360250000,40000,40000,33367000,33368000,True,True
792,792,1789458600558352000,1789458600558311000,26393619000,41000,41000,33369000,33368000,True,True
793,793,1789458600591719000,1789458600591679000,26426986000,40000,40000,33367000,33368000,True,True
794,794,1789458600625088000,1789458600625047000,26460355000,41000,41000,33369000,33368000,True,True
795,795,1789458600658457000,1789458600658417000,26493724000,40000,40000,33369000,33370000,True,True
796,796,1789458600691824000,1789458600691784000,26527091000,40000,40000,33367000,33367000,True,True
797,797,1789458600725191000,1789458600725152000,26560458000,39000,39000,33367000,33368000,True,True
798,798,1789458600758559000,1789458600758520000,26593826000,39000,39000,33368000,33368000,True,True
799,799,1789458600791925000,1789458600791887000,26627192000,38000,38000,33366000,33367000,True,True
800,800,1789458600825294000,1789458600825255000,26660561000,39000,39000,33369000,33368000,True,True
801,801,1789458600858660000,1789458600858623000,26693927000,37000,37000,33366000,33368000,True,True
802,802,1789458600892029000,1789458600891990000,26727296000,39000,39000,33369000,33367000,True,True
803,803,1789458600925395000,1789458600925357000,26760662000,38000,38000,33366000,33367000,True,True
804,804,1789458600958765000,1789458600958727000,26794032000,38000,38000,33370000,33370000,True,True
805,805,1789458600992108000,1789458600992096000,26827375000,12000,12000,33343000,33369000,True,True
806,806,1789458601025501000,1789458601025463000,26860768000,38000,38000,33393000,33367000,True,True
807,807,1789458601058867000,1789458601058831000,26894134000,36000,36000,33366000,33368000,True,True
808,808,1789458601092236000,1789458601092199000,26927503000,37000,37000,33369000,33368000,True,True
809,809,1789458601125603000,1789458601125565000,26960870000,38000,38000,33367000,33366000,True,True
810,810,1789458601158970000,1789458601158935000,26994237000,35000,35000,33367000,33370000,True,True
811,811,1789458601192338000,1789458601192302000,27027605000,36000,36000,33368000,33367000,True,True
812,812,1789458601225706000,1789458601225670000,27060973000,36000,36000,33368000,33368000,True,True
813,813,1789458601259072000,1789458601259037000,27094339000,35000,35000,33366000,33367000,True,True
814,814,1789458601292441000,1789458601292406000,27127708000,35000,35000,33369000,33369000,True,True
815,815,1789458601325810000,1789458601325775000,27161077000,35000,35000,33369000,33369000,True,True
816,816,1789458601359178000,1789458601359141000,27194445000,37000,37000,33368000,33366000,True,True
817,817,1789458601392546000,1789458601392510000,27227813000,36000,36000,33368000,33369000,True,True
818,818,1789458601425914000,1789458601425879000,27261181000,35000,35000,33368000,33369000,True,True
819,819,1789458601459283000,1789458601459247000,27294550000,36000,36000,33369000,33368000,True,True
820,820,1789458601492650000,1789458601492614000,27327917000,36000,36000,33367000,33367000,True,True
821,821,1789458601526019000,1789458601525983000,27361286000,36000,36000,33369000,33369000,True,True
822,822,1789458601559387000,1789458601559351000,27394654000,36000,36000,33368000,33368000,True,True
823,823,1789458601592754000,1789458601592718000,27428021000,36000,36000,33367000,33367000,True,True
824,824,1789458601626122000,1789458601626086000,27461389000,36000,36000,33368000,33368000,True,True
825,825,1789458601659490000,1789458601659454000,27494757000,36000,36000,33368000,33368000,True,True
826,826,1789458601692856000,1789458601692821000,27528123000,35000,35000,33366000,33367000,True,True
827,827,1789458601726227000,1789458601726191000,27561494000,36000,36000,33371000,33370000,True,True
828,828,1789458601759595000,1789458601759560000,27594862000,35000,35000,33368000,33369000,True,True
829,829,1789458601792967000,1789458601792932000,27628234000,35000,35000,33372000,33372000,True,True
830,830,1789458601826334000,1789458601826299000,27661601000,35000,35000,33367000,33367000,True,True
831,831,1789458601859702000,1789458601859667000,27694969000,35000,35000,33368000,33368000,True,True
832,832,1789458601893069000,1789458601893034000,27728336000,35000,35000,33367000,33367000,True,True
833,833,1789458601926436000,1789458601926402000,27761703000,34000,34000,33367000,33368000,True,True
834,834,1789458601959804000,1789458601959769000,27795071000,35000,35000,33368000,33367000,True,True
835,835,1789458601993171000,1789458601993137000,27828438000,34000,34000,33367000,33368000,True,True
836,836,1789458602026538000,1789458602026505000,27861805000,33000,33000,33367000,33368000,True,True
837,837,1789458602059906000,1789458602059872000,27895173000,34000,34000,33368000,33367000,True,True
838,838,1789458602093274000,1789458602093241000,27928541000,33000,33000,33368000,33369000,True,True
839,839,1789458602126641000,1789458602126608000,27961908000,33000,33000,33367000,33367000,True,True
840,840,1789458602160007000,1789458602159975000,27995274000,32000,32000,33366000,33367000,True,True
841,841,1789458602193375000,1789458602193344000,28028642000,31000,31000,33368000,33369000,True,True
842,842,1789458602226743000,1789458602226712000,28062010000,31000,31000,33368000,33368000,True,True
843,843,1789458602260110000,1789458602260079000,28095377000,31000,31000,33367000,33367000,True,True
844,844,1789458602293478000,1789458602293447000,28128745000,31000,31000,33368000,33368000,True,True
845,845,1789458602326845000,1789458602326813000,28162112000,32000,32000,33367000,33366000,True,True
846,846,1789458602360211000,1789458602360181000,28195478000,30000,30000,33366000,33368000,True,True
847,847,1789458602393580000,1789458602393549000,28228847000,31000,31000,33369000,33368000,True,True
848,848,1789458602426948000,1789458602426918000,28262215000,30000,30000,33368000,33369000,True,True
849,849,1789458602460317000,1789458602460287000,28295584000,30000,30000,33369000,33369000,True,True
850,850,1789458602493683000,1789458602493654000,28328950000,29000,29000,33366000,33367000,True,True
851,851,1789458602527051000,1789458602527022000,28362318000,29000,29000,33368000,33368000,True,True
852,852,1789458602560420000,1789458602560389000,28395687000,31000,31000,33369000,33367000,True,True
853,853,1789458602593786000,1789458602593757000,28429053000,29000,29000,33366000,33368000,True,True
854,854,1789458602627154000,1789458602627124000,28462421000,30000,30000,33368000,33367000,True,True
855,855,1789458602660521000,1789458602660493000,28495788000,28000,28000,33367000,33369000,True,True
856,856,1789458602693889000,1789458602693860000,28529156000,29000,29000,33368000,33367000,True,True
857,857,1789458602727257000,1789458602727227000,28562524000,30000,30000,33368000,33367000,True,True
858,858,1789458602760624000,1789458602760596000,28595891000,28000,28000,33367000,33369000,True,True
859,859,1789458602793992000,1789458602793964000,28629259000,28000,28000,33368000,33368000,True,True
860,860,1789458602827358000,1789458602827331000,28662625000,27000,27000,33366000,33367000,True,True
861,861,1789458602860726000,1789458602860699000,28695993000,27000,27000,33368000,33368000,True,True
862,862,1789458602894094000,1789458602894067000,28729361000,27000,27000,33368000,33368000,True,True
863,863,1789458602927460000,1789458602927434000,28762727000,26000,26000,33366000,33367000,True,True
864,864,1789458602960828000,1789458602960801000,28796095000,27000,27000,33368000,33367000,True,True
865,865,1789458602994195000,1789458602994169000,28829462000,26000,26000,33367000,33368000,True,True
866,866,1789458603027564000,1789458603027538000,28862831000,26000,26000,33369000,33369000,True,True
867,867,1789458603060930000,1789458603060903000,28896197000,27000,27000,33366000,33365000,True,True
868,868,1789458603094299000,1789458603094272000,28929566000,27000,27000,33369000,33369000,True,True
869,869,1789458603127670000,1789458603127643000,28962937000,27000,27000,33371000,33371000,True,True
870,870,1789458603161038000,1789458603161011000,28996305000,27000,27000,33368000,33368000,True,True
871,871,1789458603194406000,1789458603194379000,29029673000,27000,27000,33368000,33368000,True,True
872,872,1789458603227776000,1789458603227749000,29063043000,27000,27000,33370000,33370000,True,True
873,873,1789458603261142000,1789458603261117000,29096409000,25000,25000,33366000,33368000,True,True
874,874,1789458603294510000,1789458603294484000,29129777000,26000,26000,33368000,33367000,True,True
875,875,1789458603327878000,1789458603327853000,29163145000,25000,25000,33368000,33369000,True,True
876,876,1789458603361247000,1789458603361221000,29196514000,26000,26000,33369000,33368000,True,True
877,877,1789458603394614000,1789458603394588000,29229881000,26000,26000,33367000,33367000,True,True
878,878,1789458603427981000,1789458603427957000,29263248000,24000,24000,33367000,33369000,True,True
879,879,1789458603461349000,1789458603461324000,29296616000,25000,25000,33368000,33367000,True,True
880,880,1789458603494717000,1789458603494692000,29329984000,25000,25000,33368000,33368000,True,True
881,881,1789458603528087000,1789458603528061000,29363354000,26000,26000,33370000,33369000,True,True
882,882,1789458603561455000,1789458603561429000,29396722000,26000,26000,33368000,33368000,True,True
883,883,1789458603594822000,1789458603594796000,29430089000,26000,26000,33367000,33367000,True,True
884,884,1789458603628191000,1789458603628165000,29463458000,26000,26000,33369000,33369000,True,True
885,885,1789458603661560000,1789458603661534000,29496827000,26000,26000,33369000,33369000,True,True
886,886,1789458603694928000,1789458603694901000,29530195000,27000,27000,33368000,33367000,True,True
887,887,1789458603728296000,1789458603728268000,29563563000,28000,28000,33368000,33367000,True,True
888,888,1789458603761665000,1789458603761639000,29596932000,26000,26000,33369000,33371000,True,True
889,889,1789458603795032000,1789458603795007000,29630299000,25000,25000,33367000,33368000,True,True
890,890,1789458603828400000,1789458603828373000,29663667000,27000,27000,33368000,33366000,True,True
891,891,1789458603861770000,1789458603861744000,29697037000,26000,26000,33370000,33371000,True,True
892,892,1789458603895139000,1789458603895112000,29730406000,27000,27000,33369000,33368000,True,True
